No,Type,X,Y,Value1,Value2,Value3,Value4,Value5,Value6
1,GoalInPlatform,0,98,,,,,,
2,BouncyPlatform,1,1,3,-,-,-,-,-
3,BouncyPlatform,0,4,3,-,-,-,-,-
4,BouncyPlatform,2,5,3,-,-,-,-,-
5,BouncyPlatform,-1,7,3,-,-,-,-,-
6,BouncyPlatform,1,7,3,-,-,-,-,-
7,BouncyPlatform,3,8,4,-,-,-,-,-
8,BouncyPlatform,-2,9,3,-,-,-,-,-
9,BouncyPlatform,0,10,4,-,-,-,-,-
10,BouncyPlatform,2,11,3,-,-,-,-,-
11,BouncyPlatform,-1,12,3,-,-,-,-,-
12,BouncyPlatform,1,12,3,-,-,-,-,-
13,BouncyPlatform,0,16,4,-,-,-,-,-
14,BouncyPlatform,3,16,4,-,-,-,-,-
15,BouncyPlatform,-1,18,4,-,-,-,-,-
16,BouncyPlatform,1,18,4,-,-,-,-,-
17,BouncyPlatform,2,20,4,-,-,-,-,-
18,BouncyPlatform,0,22,4,-,-,-,-,-
19,BouncyPlatform,-2,23,3,-,-,-,-,-
20,BouncyPlatform,3,24,3,-,-,-,-,-
21,BouncyPlatform,-1,25,4,-,-,-,-,-
22,BouncyPlatform,0,27,3,-,-,-,-,-
23,BouncyPlatform,2,27,4,-,-,-,-,-
24,BouncyPlatform,-2,28,4,-,-,-,-,-
25,BouncyPlatform,-1,30,4,-,-,-,-,-
26,BouncyPlatform,1,30,3,-,-,-,-,-
27,BouncyPlatform,2,32,4,-,-,-,-,-
28,BouncyPlatform,-2,33,4,-,-,-,-,-
29,BouncyPlatform,-1,35,4,-,-,-,-,-
30,BouncyPlatform,0,36,4,-,-,-,-,-
31,BouncyPlatform,-2,39,4,-,-,-,-,-
32,BouncyPlatform,3,39,4,-,-,-,-,-
33,BouncyPlatform,-1,41,3,-,-,-,-,-
34,BouncyPlatform,2,42,4,-,-,-,-,-
35,BouncyPlatform,0,43,4,-,-,-,-,-
36,BouncyPlatform,3,44,4,-,-,-,-,-
37,BouncyPlatform,-1,45,3,-,-,-,-,-
38,BouncyPlatform,1,47,3,-,-,-,-,-
39,BouncyPlatform,-2,48,4,-,-,-,-,-
40,BouncyPlatform,2,49,4,-,-,-,-,-
41,BouncyPlatform,0,50,3,-,-,-,-,-
42,BouncyPlatform,-1,51,3,-,-,-,-,-
43,BouncyPlatform,3,51,4,-,-,-,-,-
44,BouncyPlatform,1,52,4,-,-,-,-,-
45,BouncyPlatform,0,54,4,-,-,-,-,-
46,BouncyPlatform,2,54,3,-,-,-,-,-
47,BouncyPlatform,3,56,3,-,-,-,-,-
48,BouncyPlatform,-1,58,3,-,-,-,-,-
49,BouncyPlatform,2,58,3,-,-,-,-,-
50,BouncyPlatform,1,59,3,-,-,-,-,-
51,BouncyPlatform,3,59,4,-,-,-,-,-
52,BouncyPlatform,-2,60,4,-,-,-,-,-
53,BouncyPlatform,2,62,3,-,-,-,-,-
54,BouncyPlatform,-1,63,3,-,-,-,-,-
55,BouncyPlatform,0,65,4,-,-,-,-,-
56,BouncyPlatform,1,66,3,-,-,-,-,-
57,BouncyPlatform,3,66,4,-,-,-,-,-
58,BouncyPlatform,-1,68,3,-,-,-,-,-
59,BouncyPlatform,2,69,4,-,-,-,-,-
60,BouncyPlatform,-2,70,3,-,-,-,-,-
61,BouncyPlatform,-1,72,4,-,-,-,-,-
62,BouncyPlatform,3,72,4,-,-,-,-,-
63,BouncyPlatform,-2,74,4,-,-,-,-,-
64,BouncyPlatform,1,74,3,-,-,-,-,-
65,BouncyPlatform,0,77,3,-,-,-,-,-
66,BouncyPlatform,2,77,4,-,-,-,-,-
67,BouncyPlatform,-1,78,4,-,-,-,-,-
68,BouncyPlatform,1,79,3,-,-,-,-,-
69,BouncyPlatform,3,80,4,-,-,-,-,-
70,BouncyPlatform,-2,82,4,-,-,-,-,-
71,BouncyPlatform,2,83,3,-,-,-,-,-
72,BouncyPlatform,-1,85,4,-,-,-,-,-
73,BouncyPlatform,1,85,4,-,-,-,-,-
74,BouncyPlatform,-2,87,4,-,-,-,-,-
75,BouncyPlatform,0,87,3,-,-,-,-,-
