No,Type,X,Y,Value1,Value2,Value3,Value4,Value5,Value6
1,GoalInPlatform,0,98,,,,,,
2,BouncyPlatform,1,1,3,-,-,-,-,-
3,BouncyPlatform,0,3,3,-,-,-,-,-
4,BouncyPlatform,2,3,3,-,-,-,-,-
5,BouncyPlatform,3,5,4,-,-,-,-,-
6,BouncyPlatform,1,6,3,-,-,-,-,-
7,BouncyPlatform,-1,7,4,-,-,-,-,-
8,BouncyPlatform,-2,9,3,-,-,-,-,-
9,BouncyPlatform,2,9,3,-,-,-,-,-
10,BouncyPlatform,-1,11,3,-,-,-,-,-
11,BouncyPlatform,1,11,4,-,-,-,-,-
12,BouncyPlatform,0,13,3,-,-,-,-,-
13,BouncyPlatform,2,13,3,-,-,-,-,-
14,BouncyPlatform,-1,15,3,-,-,-,-,-
15,BouncyPlatform,3,16,4,-,-,-,-,-
16,BouncyPlatform,-2,17,4,-,-,-,-,-
17,BouncyPlatform,1,17,4,-,-,-,-,-
18,BouncyPlatform,0,20,4,-,-,-,-,-
19,BouncyPlatform,2,20,4,-,-,-,-,-
20,BouncyPlatform,-1,22,3,-,-,-,-,-
21,BouncyPlatform,3,22,3,-,-,-,-,-
22,BouncyPlatform,1,24,4,-,-,-,-,-
23,BouncyPlatform,0,25,4,-,-,-,-,-
24,BouncyPlatform,-2,26,3,-,-,-,-,-
25,BouncyPlatform,2,26,4,-,-,-,-,-
26,BouncyPlatform,-1,27,4,-,-,-,-,-
27,BouncyPlatform,1,29,3,-,-,-,-,-
28,BouncyPlatform,3,29,4,-,-,-,-,-
29,BouncyPlatform,-2,30,4,-,-,-,-,-
30,BouncyPlatform,0,30,3,-,-,-,-,-
31,BouncyPlatform,2,32,4,-,-,-,-,-
32,BouncyPlatform,-1,33,3,-,-,-,-,-
33,BouncyPlatform,0,35,3,-,-,-,-,-
34,BouncyPlatform,1,36,3,-,-,-,-,-
35,BouncyPlatform,3,36,4,-,-,-,-,-
36,BouncyPlatform,2,37,4,-,-,-,-,-
37,BouncyPlatform,-1,40,3,-,-,-,-,-
38,BouncyPlatform,1,41,3,-,-,-,-,-
39,BouncyPlatform,-2,43,3,-,-,-,-,-
40,BouncyPlatform,-1,44,3,-,-,-,-,-
41,BouncyPlatform,2,44,4,-,-,-,-,-
42,BouncyPlatform,1,45,3,-,-,-,-,-
43,BouncyPlatform,3,46,3,-,-,-,-,-
44,BouncyPlatform,0,47,3,-,-,-,-,-
45,BouncyPlatform,2,47,3,-,-,-,-,-
46,BouncyPlatform,1,48,4,-,-,-,-,-
47,BouncyPlatform,-1,49,3,-,-,-,-,-
48,BouncyPlatform,3,50,4,-,-,-,-,-
49,BouncyPlatform,-2,51,3,-,-,-,-,-
50,BouncyPlatform,0,52,4,-,-,-,-,-
51,BouncyPlatform,2,52,3,-,-,-,-,-
52,BouncyPlatform,-1,56,3,-,-,-,-,-
53,BouncyPlatform,3,56,4,-,-,-,-,-
54,BouncyPlatform,2,58,4,-,-,-,-,-
55,BouncyPlatform,-2,59,4,-,-,-,-,-
56,BouncyPlatform,0,59,4,-,-,-,-,-
57,BouncyPlatform,3,61,4,-,-,-,-,-
58,BouncyPlatform,-1,63,4,-,-,-,-,-
59,BouncyPlatform,1,63,3,-,-,-,-,-
60,BouncyPlatform,-2,65,3,-,-,-,-,-
61,BouncyPlatform,2,65,4,-,-,-,-,-
62,BouncyPlatform,0,67,3,-,-,-,-,-
63,BouncyPlatform,3,68,3,-,-,-,-,-
64,BouncyPlatform,-1,69,3,-,-,-,-,-
65,BouncyPlatform,1,70,4,-,-,-,-,-
66,BouncyPlatform,0,71,4,-,-,-,-,-
67,BouncyPlatform,2,71,3,-,-,-,-,-
68,BouncyPlatform,-2,72,3,-,-,-,-,-
69,BouncyPlatform,-1,74,4,-,-,-,-,-
70,BouncyPlatform,2,74,3,-,-,-,-,-
71,BouncyPlatform,3,75,3,-,-,-,-,-
72,BouncyPlatform,1,76,4,-,-,-,-,-
73,BouncyPlatform,-2,78,4,-,-,-,-,-
74,BouncyPlatform,2,78,3,-,-,-,-,-
75,BouncyPlatform,0,80,4,-,-,-,-,-
76,BouncyPlatform,-1,82,4,-,-,-,-,-
77,BouncyPlatform,3,82,4,-,-,-,-,-
78,BouncyPlatform,-2,84,4,-,-,-,-,-
79,BouncyPlatform,2,86,3,-,-,-,-,-
80,BouncyPlatform,-1,87,3,-,-,-,-,-
81,BouncyPlatform,3,88,4,-,-,-,-,-
82,BouncyPlatform,0,89,4,-,-,-,-,-
83,BouncyPlatform,2,90,3,-,-,-,-,-
84,BouncyPlatform,1,91,3,-,-,-,-,-
85,BouncyPlatform,2,93,3,-,-,-,-,-
86,BouncyPlatform,0,94,4,-,-,-,-,-
87,BouncyPlatform,3,95,3,-,-,-,-,-
88,CrackPlatform,3,11,,,,,,
89,CrackPlatform,-1,13,,,,,,
90,CrackPlatform,-2,37,,,,,,
91,CrackPlatform,0,43,,,,,,
92,CrackPlatform,1,54,,,,,,
93,CrackPlatform,1,81,,,,,,
94,Rocket,2,38,,,,,,
95,Magnet,2,27,,,,,,
96,Magnet,-1,64,,,,,,
97,ItemBox,0,17,,,,,,
98,ItemBox,2,59,,,,,,
99,ItemBox,2,89,,,,,,
