No,Type,X,Y,Value1,Value2,Value3,Value4,Value5,Value6
1,GoalInPlatform,0,118,,,,,,
2,BouncyPlatform,1,1,4,-,-,-,-,-
3,BouncyPlatform,0,4,3,-,-,-,-,-
4,BouncyPlatform,2,4,4,-,-,-,-,-
5,BouncyPlatform,3,8,4,-,-,-,-,-
6,BouncyPlatform,-2,10,4,-,-,-,-,-
7,BouncyPlatform,-1,12,4,-,-,-,-,-
8,BouncyPlatform,1,12,4,-,-,-,-,-
9,BouncyPlatform,0,13,3,-,-,-,-,-
10,BouncyPlatform,-2,15,3,-,-,-,-,-
11,BouncyPlatform,-1,16,4,-,-,-,-,-
12,BouncyPlatform,2,17,3,-,-,-,-,-
13,BouncyPlatform,1,19,3,-,-,-,-,-
14,BouncyPlatform,0,20,4,-,-,-,-,-
15,BouncyPlatform,2,22,4,-,-,-,-,-
16,BouncyPlatform,3,25,4,-,-,-,-,-
17,BouncyPlatform,-2,26,4,-,-,-,-,-
18,BouncyPlatform,2,28,5,-,-,-,-,-
19,BouncyPlatform,-1,29,4,-,-,-,-,-
20,BouncyPlatform,3,33,4,-,-,-,-,-
21,BouncyPlatform,-1,35,4,-,-,-,-,-
22,BouncyPlatform,2,37,4,-,-,-,-,-
23,BouncyPlatform,0,38,4,-,-,-,-,-
24,BouncyPlatform,-2,39,5,-,-,-,-,-
25,BouncyPlatform,1,39,4,-,-,-,-,-
26,BouncyPlatform,-1,44,5,-,-,-,-,-
27,BouncyPlatform,3,44,4,-,-,-,-,-
28,BouncyPlatform,0,45,3,-,-,-,-,-
29,BouncyPlatform,-2,47,4,-,-,-,-,-
30,BouncyPlatform,1,48,3,-,-,-,-,-
31,BouncyPlatform,0,49,4,-,-,-,-,-
32,BouncyPlatform,2,51,4,-,-,-,-,-
33,BouncyPlatform,3,54,4,-,-,-,-,-
34,BouncyPlatform,1,56,4,-,-,-,-,-
35,BouncyPlatform,-2,57,4,-,-,-,-,-
36,BouncyPlatform,2,58,4,-,-,-,-,-
37,BouncyPlatform,0,59,4,-,-,-,-,-
38,BouncyPlatform,-1,61,4,-,-,-,-,-
39,BouncyPlatform,3,61,4,-,-,-,-,-
40,BouncyPlatform,2,64,5,-,-,-,-,-
41,BouncyPlatform,-2,65,4,-,-,-,-,-
42,BouncyPlatform,0,66,5,-,-,-,-,-
43,BouncyPlatform,3,68,5,-,-,-,-,-
44,BouncyPlatform,-2,72,4,-,-,-,-,-
