No,Type,X,Y,Value1,Value2,Value3,Value4,Value5,Value6
1,GoalInPlatform,0,183,-,-,-,-,-,-
2,BouncyPlatform,1,1,4,-,-,-,-,-
3,BouncyPlatform,-1,4,5,-,-,-,-,-
4,BouncyPlatform,0,5,3,-,-,-,-,-
5,BouncyPlatform,2,6,3,-,-,-,-,-
6,BouncyPlatform,-2,9,4,-,-,-,-,-
7,BouncyPlatform,2,9,4,-,-,-,-,-
8,BouncyPlatform,1,11,5,-,-,-,-,-
9,BouncyPlatform,-1,12,4,-,-,-,-,-
10,BouncyPlatform,2,13,4,-,-,-,-,-
11,BouncyPlatform,0,16,5,-,-,-,-,-
12,BouncyPlatform,3,18,3,-,-,-,-,-
13,BouncyPlatform,2,19,5,-,-,-,-,-
14,BouncyPlatform,0,23,5,-,-,-,-,-
15,BouncyPlatform,1,24,3,-,-,-,-,-
16,BouncyPlatform,1,27,4,-,-,-,-,-
17,BouncyPlatform,-2,28,4,-,-,-,-,-
18,BouncyPlatform,2,33,3,-,-,-,-,-
19,BouncyPlatform,-2,34,3,-,-,-,-,-
20,BouncyPlatform,1,35,5,-,-,-,-,-
21,BouncyPlatform,0,40,4,-,-,-,-,-
22,BouncyPlatform,2,40,4,-,-,-,-,-
23,BouncyPlatform,3,43,5,-,-,-,-,-
24,BouncyPlatform,0,46,4,-,-,-,-,-
25,BouncyPlatform,-2,48,4,-,-,-,-,-
26,BouncyPlatform,3,50,3,-,-,-,-,-
27,BouncyPlatform,-1,52,5,-,-,-,-,-
28,BouncyPlatform,1,53,5,-,-,-,-,-
29,BouncyPlatform,-2,59,3,-,-,-,-,-
30,BouncyPlatform,-1,61,4,-,-,-,-,-
31,BouncyPlatform,1,61,5,-,-,-,-,-
32,BouncyPlatform,3,63,4,-,-,-,-,-
33,BouncyPlatform,0,66,3,-,-,-,-,-
34,BouncyPlatform,2,66,4,-,-,-,-,-
35,BouncyPlatform,3,70,4,-,-,-,-,-
36,BouncyPlatform,0,72,3,-,-,-,-,-
37,BouncyPlatform,-2,73,3,-,-,-,-,-
38,BouncyPlatform,2,73,3,-,-,-,-,-
39,BouncyPlatform,-1,75,4,-,-,-,-,-
40,BouncyPlatform,3,75,3,-,-,-,-,-
41,BouncyPlatform,2,77,4,-,-,-,-,-
42,BouncyPlatform,0,79,3,-,-,-,-,-
43,BouncyPlatform,3,80,3,-,-,-,-,-
44,BouncyPlatform,-2,87,4,-,-,-,-,-
45,BouncyPlatform,3,88,3,-,-,-,-,-
46,BouncyPlatform,-2,93,4,-,-,-,-,-
47,BouncyPlatform,0,95,4,-,-,-,-,-
48,BouncyPlatform,2,95,5,-,-,-,-,-
49,BouncyPlatform,-1,97,4,-,-,-,-,-
50,BouncyPlatform,1,99,5,-,-,-,-,-
51,BouncyPlatform,3,100,5,-,-,-,-,-
52,BouncyPlatform,-2,101,5,-,-,-,-,-
53,BouncyPlatform,0,104,5,-,-,-,119:121,120:122
54,BouncyPlatform,1,117,4,-,-,-,-,-
55,BouncyPlatform,3,117,4,-,-,-,-,-
56,BouncyPlatform,2,121,4,-,-,-,-,-
57,BouncyPlatform,-2,123,5,-,-,-,-,-
58,BouncyPlatform,3,125,4,-,-,-,-,-
59,BouncyPlatform,-1,126,3,-,-,-,-,-
60,BouncyPlatform,2,128,4,-,-,-,-,-
61,BouncyPlatform,-2,129,3,-,-,-,-,-
62,BouncyPlatform,-1,131,3,-,-,-,-,-
63,BouncyPlatform,3,131,3,-,-,-,-,-
64,BouncyPlatform,2,134,3,-,-,-,-,-
65,BouncyPlatform,3,137,3,-,-,-,-,-
66,BouncyPlatform,0,140,5,-,-,-,-,-
67,BouncyPlatform,2,140,3,-,-,-,-,-
68,BouncyPlatform,-2,142,3,-,-,-,-,-
69,BouncyPlatform,3,143,3,-,-,-,-,-
70,BouncyPlatform,1,145,5,-,-,-,-,-
71,BouncyPlatform,2,146,3,-,-,-,123:125,124:126
72,BouncyPlatform,-1,149,3,-,-,-,-,-
73,BouncyPlatform,0,150,5,-,-,-,-,-
74,BouncyPlatform,-2,152,5,-,-,-,-,-
75,BouncyPlatform,3,153,4,-,-,-,-,-
76,BouncyPlatform,2,156,4,-,-,-,-,-
77,BouncyPlatform,-1,157,5,-,-,-,-,-
78,BouncyPlatform,1,159,4,-,-,-,-,-
79,BouncyPlatform,-2,161,4,-,-,-,-,-
80,BouncyPlatform,0,162,4,-,-,-,-,-
81,BouncyPlatform,1,166,4,-,-,-,-,-
82,BouncyPlatform,3,171,4,-,-,-,-,-
83,BouncyPlatform,-2,172,3,-,-,-,-,-
84,BouncyPlatform,3,178,5,-,-,-,-,-
85,BouncyPlatform,0,178,5,-,-,-,-,-
86,BouncyPlatform,2,111,5,-,-,-,-,-
87,BouncyPlatform,3,114,3,-,-,-,-,-
88,BouncyPlatform,2,115,4,-,-,-,-,-
89,BouncyPlatform,0,121,3,-,-,-,-,-
90,BouncyPlatform,-2,146,4,-,-,-,-,-
91,BouncyPlatform,0,92,4,-,-,-,-,-
92,BouncyPlatform,1,93,4,-,-,-,-,-
93,BouncyPlatform,2,79,4,-,-,-,-,-
94,BouncyPlatform,-2,64,4,-,-,-,-,-
95,BouncyPlatform,3,59,4,-,-,-,-,-
96,BouncyPlatform,0,51,4,-,-,-,-,-
97,BouncyPlatform,-1,67,4,2,-,2,-,-
98,BouncyPlatform,-1,117,4,2,-,2,-,-
99,BouncyPlatform,-1,175,4,1,-,2,-,-
100,BouncyPlatform,2,162,4,1,-,2,-,-
101,BouncyPlatform,-1,164,4,1,-,2,-,-
102,BouncyPlatform,-1,144,4,1,-,2,-,-
103,BouncyPlatform,2,104,4,2,-,2,-,-
104,BouncyPlatform,-1,43,4,1,-,2,-,-
105,BouncyPlatform,1,17,4,1,-,2,-,-
106,BouncyPlatform,0,31,4,-,1,2,-,-
107,BouncyPlatform,1,47,4,-,1,2,-,-
108,BouncyPlatform,0,57,4,-,1,2,-,-
109,BouncyPlatform,-1,81,4,-,2,2,-,-
110,BouncyPlatform,0,85,4,-,2,2,-,-
111,BouncyPlatform,-1,89,4,-,2,2,-,-
112,BouncyPlatform,1,108,4,-,2,2,-,-
113,BouncyPlatform,0,132,4,-,1,2,-,-
114,BouncyPlatform,-2,136,4,-,2,2,-,-
115,BouncyPlatform,-1,170,4,-,1,2,-,-
116,BouncyPlatform,1,174,4,-,1,2,-,-
117,BouncyPlatform,0,168,4,-,1,2,-,-
118,BouncyPlatform,-2,20,4,-,2,2,-,-
119,BouncyPlatform,-2,109,4,,,,119:121,120:122
120,BouncyPlatform,-1,109,4,,,,0:119:121,120:122
121,BouncyPlatform,1,113,4,,,,119:121,120:122
122,BouncyPlatform,0,113,4,,,,0:119:121,120:122
123,BouncyPlatform,2,149,4,,,,123:125,124:126
124,BouncyPlatform,3,149,4,,,,0:123:125,124:126
125,BouncyPlatform,1,152,4,,,,123:125,124:126
126,BouncyPlatform,2,152,4,,,,0:123:125,124:126
127,CrackPlatform,-2,26,-,-,-,-,-,-
128,CrackPlatform,3,51,-,-,-,-,-,-
129,CrackPlatform,-2,60,-,-,-,-,-,-
130,CrackPlatform,3,90,-,-,-,-,-,-
131,CrackPlatform,3,102,-,-,-,-,-,-
132,RandomSpawner,1,19,-,PinWheel,-,SpiderWeb,-,0
133,RandomSpawner,-1,22,-,PinWheel,-,SpiderWeb,-,0
134,RandomSpawner,-1,23,-,PinWheel,-,SpiderWeb,-,0
135,RandomSpawner,-1,62,-,PinWheel,-,SpiderWeb,-,1
136,RandomSpawner,1,62,-,PinWheel,-,SpiderWeb,-,1
137,RandomSpawner,-1,63,-,PinWheel,-,SpiderWeb,-,1
138,RandomSpawner,1,146,-,PinWheel,-,SpiderWeb,-,2
139,RandomSpawner,-1,147,-,PinWheel,-,SpiderWeb,-,2
140,RandomSpawner,-1,148,-,PinWheel,-,SpiderWeb,-,2
141,Rocket,2,70,-,-,-,-,-,-
142,Rocket,-1,123,-,-,-,-,-,-
143,Magnet,0,35,-,-,-,-,-,-
144,Magnet,0,98,-,-,-,-,-,-
145,Magnet,-1,139,-,-,-,-,-,-
146,ItemBox,0,59,-,-,-,-,-,-
147,ItemBox,0,107,-,-,-,-,-,-
148,ItemBox,0,144,-,-,-,-,-,-
