No,Type,X,Y,Value1,Value2,Value3,Value4,Value5,Value6
1,GoalInPlatform,0,183,-,-,-,-,-,-
2,BouncyPlatform,1,1,4,-,-,-,-,-
3,BouncyPlatform,-1,3,5,-,-,-,-,-
4,BouncyPlatform,0,5,3,-,-,-,-,-
5,BouncyPlatform,2,6,3,-,-,-,-,-
6,BouncyPlatform,-2,8,5,-,-,-,-,-
7,BouncyPlatform,3,9,3,-,-,-,-,-
8,BouncyPlatform,1,12,5,-,-,-,-,-
9,BouncyPlatform,-1,13,5,-,-,-,-,-
10,BouncyPlatform,2,17,5,-,-,-,-,-
11,BouncyPlatform,3,21,3,-,-,-,-,-
12,BouncyPlatform,-2,23,3,-,-,-,-,-
13,BouncyPlatform,2,24,5,-,-,-,-,-
14,BouncyPlatform,-1,26,5,-,-,-,-,-
15,BouncyPlatform,1,29,5,-,-,-,-,-
16,BouncyPlatform,-2,31,5,-,-,-,-,-
17,BouncyPlatform,2,37,5,-,-,-,-,-
18,BouncyPlatform,-2,39,3,-,-,-,-,-
19,BouncyPlatform,2,41,4,-,-,-,-,-
20,BouncyPlatform,3,44,3,-,-,-,-,-
21,BouncyPlatform,0,55,5,-,-,-,-,-
22,BouncyPlatform,-1,57,3,-,-,-,-,-
23,BouncyPlatform,-2,60,3,-,-,-,-,-
24,BouncyPlatform,1,60,5,-,-,-,-,-
25,BouncyPlatform,2,62,3,-,-,-,-,-
26,BouncyPlatform,0,64,4,-,-,-,-,-
27,BouncyPlatform,3,64,3,-,-,-,-,-
28,BouncyPlatform,0,72,4,-,-,-,-,-
29,BouncyPlatform,-1,76,4,-,-,-,-,-
30,BouncyPlatform,3,77,4,-,-,-,-,-
31,BouncyPlatform,0,78,5,-,-,-,-,-
32,BouncyPlatform,-2,80,4,-,-,-,-,-
33,BouncyPlatform,2,81,5,-,-,-,-,-
34,BouncyPlatform,1,86,4,-,-,-,-,-
35,BouncyPlatform,-1,90,3,-,-,-,-,-
36,BouncyPlatform,0,92,3,-,-,-,-,-
37,BouncyPlatform,-2,94,5,-,-,-,-,-
38,BouncyPlatform,1,98,4,-,-,-,-,-
39,BouncyPlatform,-1,99,4,-,-,-,-,-
40,BouncyPlatform,2,100,3,-,-,-,-,-
41,BouncyPlatform,0,102,4,-,-,-,117:119:121,118:120:122
42,BouncyPlatform,3,103,3,-,-,-,-,-
43,BouncyPlatform,2,106,3,-,-,-,-,-
44,BouncyPlatform,3,109,4,-,-,-,-,-
45,BouncyPlatform,-1,113,4,-,-,-,-,-
46,BouncyPlatform,-2,117,4,-,-,-,-,-
47,BouncyPlatform,0,117,4,-,-,-,-,-
48,BouncyPlatform,3,117,4,-,-,-,-,-
49,BouncyPlatform,2,121,4,-,-,-,-,-
50,BouncyPlatform,-1,125,5,-,-,-,-,-
51,BouncyPlatform,0,130,5,-,-,-,-,-
52,BouncyPlatform,1,132,5,-,-,-,-,-
53,BouncyPlatform,3,132,5,-,-,-,-,-
54,BouncyPlatform,2,137,5,-,-,-,-,-
55,BouncyPlatform,-1,138,5,-,-,-,-,-
56,BouncyPlatform,0,140,5,-,-,-,-,-
57,BouncyPlatform,3,140,5,-,-,-,-,-
58,BouncyPlatform,-2,143,5,-,-,-,-,-
59,BouncyPlatform,-2,155,4,-,-,-,-,-
60,BouncyPlatform,1,161,4,-,-,-,-,-
61,BouncyPlatform,2,165,4,-,-,-,-,-
62,BouncyPlatform,0,172,4,-,-,-,-,-
63,BouncyPlatform,-2,173,4,-,-,-,-,-
64,BouncyPlatform,2,177,4,-,-,-,-,-
65,BouncyPlatform,1,179,4,-,-,-,-,-
66,BouncyPlatform,-1,176,4,-,-,-,-,-
67,BouncyPlatform,2,176,4,-,-,-,-,-
68,BouncyPlatform,1,178,4,-,-,-,-,-
69,BouncyPlatform,2,130,4,-,-,-,-,-
70,BouncyPlatform,-1,163,4,-,-,-,-,-
71,BouncyPlatform,-2,166,4,-,-,-,-,-
72,BouncyPlatform,0,97,4,-,-,-,-,-
73,BouncyPlatform,-2,86,5,-,-,-,-,-
74,BouncyPlatform,3,85,5,-,-,-,-,-
75,BouncyPlatform,3,58,5,-,-,-,-,-
76,BouncyPlatform,2,54,4,-,-,-,-,-
77,BouncyPlatform,-2,53,4,-,-,-,-,-
78,BouncyPlatform,3,39,3,-,-,-,-,-
79,BouncyPlatform,3,35,4,-,-,-,-,-
80,BouncyPlatform,2,31,4,-,-,-,-,-
81,BouncyPlatform,3,14,4,-,-,-,-,-
82,BouncyPlatform,2,11,4,-,-,-,-,-
83,BouncyPlatform,1,7,4,-,-,-,-,-
84,BouncyPlatform,0,46,4,1,-,2,-,-
85,BouncyPlatform,1,151,4,1,-,2,-,-
86,BouncyPlatform,3,172,4,2,-,2,-,-
87,BouncyPlatform,-1,175,4,2,-,2,-,-
88,BouncyPlatform,-2,159,4,2,-,2,-,-
89,BouncyPlatform,0,154,4,1,-,2,-,-
90,BouncyPlatform,-1,133,4,1,-,2,-,-
91,BouncyPlatform,-2,124,4,1,-,2,-,-
92,BouncyPlatform,0,124,4,1,-,2,-,-
93,BouncyPlatform,-1,126,4,2,-,2,-,-
94,BouncyPlatform,2,89,4,1,-,2,-,-
95,BouncyPlatform,-1,81,4,2,-,2,-,-
96,BouncyPlatform,3,71,4,1,-,2,-,-
97,BouncyPlatform,-2,68,4,1,-,2,-,-
98,BouncyPlatform,3,27,4,1,-,2,-,-
99,BouncyPlatform,0,15,4,2,-,2,-,-
100,BouncyPlatform,0,22,4,-,1,2,-,-
101,BouncyPlatform,-1,36,4,-,1,2,-,-
102,BouncyPlatform,-1,42,4,-,2,2,-,-
103,BouncyPlatform,1,51,4,-,2,2,-,-
104,BouncyPlatform,0,68,4,-,2,2,-,-
105,BouncyPlatform,1,93,4,-,1,2,-,-
106,BouncyPlatform,-2,121,4,-,2,2,-,-
107,BouncyPlatform,-1,148,4,-,1,2,-,-
108,BouncyPlatform,2,155,4,-,1,2,-,-
109,BouncyPlatform,-1,157,4,-,1,2,-,-
110,BouncyPlatform,-1,169,4,-,2,2,-,-
111,BouncyPlatform,0,145,4,-,2,2,-,-
112,BouncyPlatform,-2,136,4,-,1,2,-,-
113,BouncyPlatform,1,74,4,-,1,2,-,-
114,BouncyPlatform,-2,65,4,-,1,2,-,-
115,BouncyPlatform,-2,49,4,-,2,2,-,-
116,BouncyPlatform,-1,33,4,-,2,2,-,-
117,BouncyPlatform,-2,105,4,-,-,-,117:119:121,118:120:122
118,BouncyPlatform,-1,105,4,-,-,-,0:117:119:121,118:120:122
119,BouncyPlatform,0,110,4,-,-,-,117:119:121,118:120:122
120,BouncyPlatform,0,109,4,-,-,-,0:117:119:121,118:120:122
121,BouncyPlatform,2,113,4,-,-,-,117:119:121,118:120:122
122,BouncyPlatform,1,113,4,-,-,-,0:117:119:121,118:120:122
123,CrackPlatform,-2,40,-,-,-,-,-,-
124,CrackPlatform,3,45,-,-,-,-,-,-
125,CrackPlatform,-2,61,-,-,-,-,-,-
126,RandomSpawner,-1,20,PinWheel,-,SpiderWeb,-,0,
127,RandomSpawner,1,20,PinWheel,-,SpiderWeb,-,0,
128,RandomSpawner,-1,21,PinWheel,-,SpiderWeb,-,0,
129,RandomSpawner,0,93,PinWheel,-,SpiderWeb,-,1,
130,RandomSpawner,-2,95,PinWheel,-,SpiderWeb,-,1,
131,RandomSpawner,-2,96,PinWheel,-,SpiderWeb,-,1,
132,RandomSpawner,0,141,PinWheel,-,SpiderWeb,-,2,
133,RandomSpawner,-2,144,PinWheel,-,SpiderWeb,-,2,
134,RandomSpawner,-2,145,PinWheel,-,SpiderWeb,-,2,
135,Rocket,-1,67,-,-,-,-,-,-
136,Rocket,3,123,-,-,-,-,-,-
137,Magnet,0,98,-,-,-,-,-,-
138,Magnet,0,48,-,-,-,-,-,-
139,ItemBox,-1,91,-,-,-,-,-,-
140,ItemBox,0,131,-,-,-,-,-,-
141,ItemBox,0,175,-,-,-,-,-,-
