No,Type,X,Y,Value1,Value2,Value3,Value4,Value5,Value6
1,GoalInPlatform,0,98,,,,,,
2,BouncyPlatform,1,95,3,-,-,-,-,-
3,BouncyPlatform,1,92,3,-,-,-,-,-
4,BouncyPlatform,-2,90,4,-,-,-,-,-
5,BouncyPlatform,0,90,4,-,-,-,-,-
6,BouncyPlatform,2,89,4,-,-,-,-,-
7,BouncyPlatform,-1,88,3,-,-,-,-,-
8,BouncyPlatform,3,87,4,-,-,-,-,-
9,BouncyPlatform,1,86,3,-,-,-,-,-
10,BouncyPlatform,-2,85,4,-,-,-,-,-
11,BouncyPlatform,0,85,3,-,-,-,-,-
12,BouncyPlatform,2,83,5,-,-,-,-,-
13,BouncyPlatform,-1,82,4,-,-,-,-,-
14,BouncyPlatform,3,81,4,-,-,-,-,-
15,BouncyPlatform,-2,79,4,-,-,-,-,-
16,BouncyPlatform,0,79,4,-,-,-,-,-
17,BouncyPlatform,2,77,3,-,-,-,-,-
18,BouncyPlatform,-1,76,5,-,-,-,-,-
19,BouncyPlatform,2,74,4,-,-,-,-,-
20,BouncyPlatform,1,73,4,-,-,-,-,-
21,BouncyPlatform,-2,72,4,-,-,-,-,-
22,BouncyPlatform,3,71,4,-,-,-,-,-
23,BouncyPlatform,0,70,4,-,-,-,-,-
24,BouncyPlatform,2,69,4,-,-,-,-,-
25,BouncyPlatform,-1,68,4,-,-,-,-,-
26,BouncyPlatform,1,67,3,-,-,-,-,-
27,BouncyPlatform,3,67,4,-,-,-,-,-
28,BouncyPlatform,-2,66,4,-,-,-,-,-
29,BouncyPlatform,3,64,4,-,-,-,-,-
30,BouncyPlatform,3,62,4,-,-,-,-,-
31,BouncyPlatform,-1,60,4,-,-,-,-,-
32,BouncyPlatform,2,60,4,-,-,-,-,-
33,BouncyPlatform,1,57,4,-,-,-,-,-
34,BouncyPlatform,0,56,4,-,-,-,-,-
35,BouncyPlatform,3,55,4,-,-,-,-,-
36,BouncyPlatform,-1,52,5,-,-,-,-,-
37,BouncyPlatform,2,52,4,-,-,-,-,-
38,BouncyPlatform,1,50,4,-,-,-,-,-
39,BouncyPlatform,-2,49,4,-,-,-,-,-
40,BouncyPlatform,0,49,4,-,-,-,-,-
41,BouncyPlatform,-1,47,4,-,-,-,-,-
42,BouncyPlatform,2,46,4,-,-,-,-,-
43,BouncyPlatform,-2,44,4,-,-,-,-,-
44,BouncyPlatform,1,43,4,-,-,-,-,-
45,BouncyPlatform,3,42,4,-,-,-,-,-
46,BouncyPlatform,-1,41,3,-,-,-,-,-
47,BouncyPlatform,0,39,4,-,-,-,-,-
48,BouncyPlatform,2,39,4,-,-,-,-,-
49,BouncyPlatform,-2,38,3,-,-,-,-,-
50,BouncyPlatform,3,38,4,-,-,-,-,-
51,BouncyPlatform,-1,36,4,-,-,-,-,-
52,BouncyPlatform,1,36,3,-,-,-,-,-
53,BouncyPlatform,2,34,3,-,-,-,-,-
54,BouncyPlatform,0,32,4,-,-,-,-,-
55,BouncyPlatform,3,32,4,-,-,-,-,-
56,BouncyPlatform,-2,31,4,-,-,-,-,-
57,BouncyPlatform,1,30,4,-,-,-,-,-
58,BouncyPlatform,-1,28,4,-,-,-,-,-
59,BouncyPlatform,2,27,5,-,-,-,-,-
60,BouncyPlatform,-2,24,4,-,-,-,-,-
61,BouncyPlatform,0,24,4,-,-,-,-,-
62,BouncyPlatform,3,23,4,-,-,-,-,-
63,BouncyPlatform,-1,21,3,-,-,-,-,-
64,BouncyPlatform,2,21,4,-,-,-,-,-
65,BouncyPlatform,-2,18,3,-,-,-,-,-
66,BouncyPlatform,3,18,3,-,-,-,-,-
67,BouncyPlatform,1,17,4,-,-,-,-,-
68,BouncyPlatform,-1,16,3,-,-,-,-,-
69,BouncyPlatform,0,14,4,-,-,-,-,-
70,BouncyPlatform,2,14,3,-,-,-,-,-
71,BouncyPlatform,-1,12,3,-,-,-,-,-
72,BouncyPlatform,3,12,4,-,-,-,-,-
73,BouncyPlatform,-2,10,3,-,-,-,-,-
74,BouncyPlatform,1,10,3,-,-,-,-,-
75,BouncyPlatform,-1,8,4,-,-,-,-,-
76,BouncyPlatform,2,8,3,-,-,-,-,-
77,BouncyPlatform,3,5,3,-,-,-,-,-
78,BouncyPlatform,0,4,4,-,-,-,-,-
79,BouncyPlatform,2,3,3,-,-,-,-,-
80,BouncyPlatform,1,1,3,-,-,-,-,-
81,CrackPlatform,1,79,,,,,,
82,CrackPlatform,2,71,,,,,,
83,CrackPlatform,1,62,,,,,,
84,CrackPlatform,0,52,,,,,,
85,CrackPlatform,3,50,,,,,,
86,CrackPlatform,0,43,,,,,,
87,CrackPlatform,1,23,,,,,,
88,CrackPlatform,-2,16,,,,,,
89,CrackPlatform,0,10,,,,,,
90,RandomSpawner,-1,73,PinWheel,-,SpiderWeb,-,0,
91,RandomSpawner,-2,71,PinWheel,-,SpiderWeb,-,0,
92,RandomSpawner,-1,71,PinWheel,-,SpiderWeb,-,0,
93,RandomSpawner,1,42,PinWheel,-,SpiderWeb,-,1,
94,RandomSpawner,1,41,PinWheel,-,SpiderWeb,-,1,
