No,Type,X,Y,Value1,Value2,Value3,Value4,Value5,Value6
1,GoalInPlatform,0,183,,,,,,
2,BouncyPlatform,1,1,4,-,-,-,-,-
3,BouncyPlatform,-1,3,5,-,-,-,-,-
4,BouncyPlatform,0,5,3,-,-,-,-,-
5,BouncyPlatform,2,6,3,-,-,-,-,-
6,BouncyPlatform,-2,8,5,-,-,-,-,-
7,BouncyPlatform,3,9,3,-,-,-,-,-
8,BouncyPlatform,1,12,5,-,-,-,-,-
9,BouncyPlatform,-1,13,5,-,-,-,-,-
10,BouncyPlatform,2,17,5,-,-,-,-,-
11,BouncyPlatform,3,21,3,-,-,-,-,-
12,BouncyPlatform,-2,23,3,-,-,-,-,-
13,BouncyPlatform,2,24,5,-,-,-,-,-
14,BouncyPlatform,-1,26,5,-,-,-,-,-
15,BouncyPlatform,1,29,5,-,-,-,-,-
16,BouncyPlatform,-2,31,5,-,-,-,-,-
17,BouncyPlatform,2,37,5,-,-,-,-,-
18,BouncyPlatform,-2,39,3,-,-,-,-,-
19,BouncyPlatform,2,41,3,-,-,-,-,-
20,BouncyPlatform,3,44,3,-,-,-,-,-
21,BouncyPlatform,0,55,5,-,-,-,-,-
22,BouncyPlatform,-1,57,3,-,-,-,-,-
23,BouncyPlatform,-2,60,3,-,-,-,-,-
24,BouncyPlatform,1,60,5,-,-,-,-,-
25,BouncyPlatform,2,62,3,-,-,-,-,-
26,BouncyPlatform,0,64,4,-,-,-,-,-
27,BouncyPlatform,3,64,3,-,-,-,-,-
28,BouncyPlatform,0,72,4,-,-,-,-,-
29,BouncyPlatform,-1,76,4,-,-,-,-,-
30,BouncyPlatform,3,77,4,-,-,-,-,-
31,BouncyPlatform,0,78,5,-,-,-,-,-
32,BouncyPlatform,-2,80,4,-,-,-,-,-
33,BouncyPlatform,2,81,5,-,-,-,-,-
34,BouncyPlatform,-1,84,4,-,-,-,-,-
35,BouncyPlatform,1,86,4,-,-,-,-,-
36,BouncyPlatform,-1,90,3,-,-,-,-,-
37,BouncyPlatform,0,92,3,-,-,-,-,-
38,BouncyPlatform,-2,94,5,-,-,-,-,-
39,BouncyPlatform,1,98,4,-,-,-,-,-
40,BouncyPlatform,-1,99,4,-,-,-,-,-
41,BouncyPlatform,2,100,3,-,-,-,-,-
42,BouncyPlatform,0,102,4,-,-,-,83:85:87,84:86:88
43,BouncyPlatform,3,103,3,-,-,-,-,-
44,BouncyPlatform,2,106,3,-,-,-,-,-
45,BouncyPlatform,3,109,3,-,-,-,-,-
46,BouncyPlatform,-1,113,4,-,-,-,-,-
47,BouncyPlatform,-2,117,4,-,-,-,-,-
48,BouncyPlatform,0,117,4,-,-,-,-,-
49,BouncyPlatform,3,117,4,-,-,-,-,-
50,BouncyPlatform,2,121,4,-,-,-,-,-
51,BouncyPlatform,-1,125,5,-,-,-,-,-
52,BouncyPlatform,0,130,5,-,-,-,-,-
53,BouncyPlatform,1,132,5,-,-,-,-,-
54,BouncyPlatform,3,132,5,-,-,-,-,-
55,BouncyPlatform,2,137,5,-,-,-,-,-
56,BouncyPlatform,-1,138,5,-,-,-,-,-
57,BouncyPlatform,0,140,5,-,-,-,-,-
58,BouncyPlatform,3,140,5,-,-,-,-,-
59,BouncyPlatform,-2,143,5,-,-,-,-,-
60,BouncyPlatform,-2,155,4,-,-,-,-,-
61,BouncyPlatform,1,161,4,-,-,-,-,-
62,BouncyPlatform,2,165,4,-,-,-,-,-
63,BouncyPlatform,0,172,4,-,-,-,-,-
64,BouncyPlatform,-2,173,4,-,-,-,-,-
65,BouncyPlatform,-1,176,4,-,-,-,-,-
66,BouncyPlatform,2,177,4,-,-,-,-,-
67,BouncyPlatform,1,179,4,-,-,-,-,-
68,BouncyPlatform,0,46,4,1,0,2,-,-
69,BouncyPlatform,3,88,4,2,0,2,-,-
70,BouncyPlatform,1,151,4,1,0,2,-,-
71,BouncyPlatform,3,173,4,1,0,2,-,-
72,BouncyPlatform,0,22,4,0,1,2,-,-
73,BouncyPlatform,-1,36,4,0,1,2,-,-
74,BouncyPlatform,-1,42,4,0,2,2,-,-
75,BouncyPlatform,1,51,4,0,2,2,-,-
76,BouncyPlatform,0,68,4,0,2,2,-,-
77,BouncyPlatform,1,94,4,0,1,2,-,-
78,BouncyPlatform,-2,121,4,0,2,2,-,-
79,BouncyPlatform,-1,148,4,0,1,2,-,-
80,BouncyPlatform,2,155,4,0,1,2,-,-
81,BouncyPlatform,-1,157,4,0,1,2,-,-
82,BouncyPlatform,-1,169,4,0,2,2,-,-
83,BouncyPlatform,-2,105,4,-,-,-,85:87,-
84,BouncyPlatform,-1,105,4,-,-,-,0,-
85,BouncyPlatform,0,110,4,-,-,-,83:87,-
86,BouncyPlatform,0,109,4,-,-,-,0,-
87,BouncyPlatform,2,113,4,-,-,-,83:85,-
88,BouncyPlatform,1,113,4,-,-,-,0,-
89,CrackPlatform,-2,40,,,,,,
90,CrackPlatform,3,45,,,,,,
91,CrackPlatform,-2,61,,,,,,
92,RandomSpawner,-2,7,PinWheel,-,SpiderWeb,-,0,
93,RandomSpawner,2,10,PinWheel,-,SpiderWeb,-,0,
94,RandomSpawner,-1,17,PinWheel,-,SpiderWeb,-,0,
95,RandomSpawner,3,28,PinWheel,-,SpiderWeb,-,1,
96,RandomSpawner,0,33,PinWheel,-,SpiderWeb,-,1,
97,RandomSpawner,2,35,PinWheel,-,SpiderWeb,-,1,
98,RandomSpawner,1,43,PinWheel,-,SpiderWeb,-,2,
99,RandomSpawner,0,45,PinWheel,-,SpiderWeb,-,2,
100,RandomSpawner,3,52,PinWheel,-,SpiderWeb,-,2,
101,RandomSpawner,-1,65,PinWheel,-,SpiderWeb,-,3,
102,RandomSpawner,-2,67,PinWheel,-,SpiderWeb,-,3,
103,RandomSpawner,-1,69,PinWheel,-,SpiderWeb,-,3,
104,RandomSpawner,-1,83,PinWheel,-,SpiderWeb,-,4,
105,RandomSpawner,3,85,PinWheel,-,SpiderWeb,-,4,
106,RandomSpawner,2,92,PinWheel,-,SpiderWeb,-,4,
107,RandomSpawner,0,101,PinWheel,-,SpiderWeb,-,5,
108,RandomSpawner,1,104,PinWheel,-,SpiderWeb,-,5,
109,RandomSpawner,0,107,PinWheel,-,SpiderWeb,-,5,
110,RandomSpawner,2,120,PinWheel,-,SpiderWeb,-,6,
111,RandomSpawner,-2,122,PinWheel,-,SpiderWeb,-,6,
112,RandomSpawner,1,124,PinWheel,-,SpiderWeb,-,6,
113,RandomSpawner,-2,133,PinWheel,-,SpiderWeb,-,7,
114,RandomSpawner,0,136,PinWheel,-,SpiderWeb,-,7,
115,RandomSpawner,2,142,PinWheel,-,SpiderWeb,-,7,
116,RandomSpawner,-1,153,PinWheel,-,SpiderWeb,-,8,
117,RandomSpawner,2,159,PinWheel,-,SpiderWeb,-,8,
118,RandomSpawner,-1,161,PinWheel,-,SpiderWeb,-,8,
119,RandomSpawner,-2,179,PinWheel,-,SpiderWeb,-,9,
120,RandomSpawner,0,181,PinWheel,-,SpiderWeb,-,9,
121,RandomSpawner,3,181,PinWheel,-,SpiderWeb,-,9,
122,Rocket,-2,103,,,,,,
123,Rocket,3,125,,,,,,
124,Magnet,0,98,,,,,,
125,Magnet,-2,140,,,,,,
126,Magnet,-2,162,,,,,,
127,ItemBox,-1,67,,,,,,
128,ItemBox,-2,90,,,,,,
129,ItemBox,3,159,,,,,,
