No,Type,X,Y,Value1,Value2,Value3,Value4,Value5,Value6
1,SpawnPoint,0,3,,,,,,
2,GoalInPlatform,0,98,,,,,,
3,BouncyPlatform,-1,96,3,-,-,-,-,-
4,BouncyPlatform,0,94,3,-,-,-,-,-
5,BouncyPlatform,2,93,4,-,-,-,-,-
6,BouncyPlatform,-1,91,4,-,-,-,-,-
7,BouncyPlatform,3,90,4,-,-,-,-,-
8,BouncyPlatform,1,89,5,-,-,-,-,-
9,BouncyPlatform,-2,86,5,-,-,-,-,-
10,BouncyPlatform,2,86,4,-,-,-,-,-
11,BouncyPlatform,3,84,4,-,-,-,-,-
12,BouncyPlatform,-1,83,4,-,-,-,-,-
13,BouncyPlatform,1,83,4,-,-,-,-,-
14,BouncyPlatform,0,81,3,-,-,-,-,-
15,BouncyPlatform,2,79,5,-,-,-,-,-
16,BouncyPlatform,-2,77,4,-,-,-,-,-
17,BouncyPlatform,1,77,4,-,-,-,-,-
18,BouncyPlatform,-1,75,4,-,-,-,-,-
19,BouncyPlatform,0,72,3,-,-,-,-,-
20,BouncyPlatform,-2,71,4,-,-,-,-,-
21,BouncyPlatform,0,70,4,-,-,-,-,-
22,BouncyPlatform,2,70,4,-,-,-,-,-
23,BouncyPlatform,-1,68,3,-,-,-,-,-
24,BouncyPlatform,1,68,4,-,-,-,-,-
25,BouncyPlatform,3,67,4,-,-,-,-,-
26,BouncyPlatform,-2,65,4,-,-,-,-,-
27,BouncyPlatform,0,65,4,-,-,-,-,-
28,BouncyPlatform,2,64,3,-,-,-,-,-
29,BouncyPlatform,-1,62,3,-,-,-,-,-
30,BouncyPlatform,1,62,4,-,-,-,-,-
31,BouncyPlatform,0,59,5,-,-,-,-,-
32,BouncyPlatform,2,59,4,-,-,-,-,-
33,BouncyPlatform,-1,55,4,-,-,-,-,-
34,BouncyPlatform,1,55,4,-,-,-,-,-
35,BouncyPlatform,0,53,4,-,-,-,-,-
36,BouncyPlatform,-2,52,4,-,-,-,-,-
37,BouncyPlatform,-1,50,4,-,-,-,-,-
38,BouncyPlatform,2,49,4,-,-,-,-,-
39,BouncyPlatform,1,46,3,-,-,-,-,-
40,BouncyPlatform,0,44,5,-,-,-,-,-
41,BouncyPlatform,2,41,5,-,-,-,-,-
42,BouncyPlatform,0,39,4,-,-,-,-,-
43,BouncyPlatform,1,37,4,-,-,-,-,-
44,BouncyPlatform,-1,36,3,-,-,-,-,-
45,BouncyPlatform,2,34,4,-,-,-,-,-
46,BouncyPlatform,0,33,4,-,-,-,-,-
47,BouncyPlatform,-1,30,4,-,-,-,-,-
48,BouncyPlatform,1,30,4,-,-,-,-,-
49,BouncyPlatform,-2,28,3,-,-,-,-,-
50,BouncyPlatform,0,26,5,-,-,-,-,-
51,BouncyPlatform,-1,24,4,-,-,-,-,-
52,BouncyPlatform,0,22,4,-,-,-,-,-
53,BouncyPlatform,2,22,4,-,-,-,-,-
54,BouncyPlatform,-2,20,4,-,-,-,-,-
55,BouncyPlatform,1,20,3,-,-,-,-,-
56,BouncyPlatform,-1,18,3,-,-,-,-,-
57,BouncyPlatform,0,17,3,-,-,-,-,-
58,BouncyPlatform,-2,14,5,-,-,-,-,-
59,BouncyPlatform,1,14,4,-,-,-,-,-
60,BouncyPlatform,-1,10,4,-,-,-,-,-
61,BouncyPlatform,3,10,4,-,-,-,-,-
62,BouncyPlatform,2,9,4,-,-,-,-,-
63,BouncyPlatform,-2,8,4,-,-,-,-,-
64,BouncyPlatform,0,8,4,-,-,-,-,-
65,BouncyPlatform,1,7,4,-,-,-,-,-
66,BouncyPlatform,-1,5,3,-,-,-,-,-
67,BouncyPlatform,3,5,5,-,-,-,-,-
68,BouncyPlatform,2,3,4,-,-,-,-,-
69,BouncyPlatform,0,2,4,-,-,-,-,-
70,BouncyPlatform,1,1,3,-,-,-,-,-
84,CrackPlatform,2,70,,,,,,
85,CrackPlatform,3,43,,,,,,
91,RandomSpawner,3,75,PinWheel,-,SpiderWeb,-,0,
92,RandomSpawner,3,72,PinWheel,-,SpiderWeb,-,0,
93,RandomSpawner,2,71,PinWheel,-,SpiderWeb,-,0,
94,RandomSpawner,1,58,PinWheel,-,SpiderWeb,-,1,
95,RandomSpawner,2,57,PinWheel,-,SpiderWeb,-,1,
96,RandomSpawner,3,57,PinWheel,-,SpiderWeb,-,1,
97,RandomSpawner,-2,39,PinWheel,-,SpiderWeb,-,2,
98,RandomSpawner,3,38,PinWheel,-,SpiderWeb,-,2,
99,RandomSpawner,-2,37,PinWheel,-,SpiderWeb,-,2,
100,RandomSpawner,0,11,PinWheel,-,SpiderWeb,-,3,
101,RandomSpawner,-2,7,PinWheel,-,SpiderWeb,-,3,
102,RandomSpawner,-1,7,PinWheel,-,SpiderWeb,-,3,
103,Rocket,2,26,,,,,,
104,Magnet,0,54,,,,,,
105,Magnet,2,35,,,,,,
106,ItemBox,2,65,,,,,,
107,ItemBox,0,36,,,,,,
108,ItemBox,-2,21,,,,,,
109,Cannibalism,2,94,,,,,,
110,Cannibalism,1,84,,,,,,
111,Cannibalism,-2,78,,,,,,
112,Cannibalism,0,71,,,,,,
113,Cannibalism,0,66,,,,,,
114,Cannibalism,2,60,,,,,,
115,Cannibalism,2,50,,,,,,
116,Cannibalism,1,40,,,,,,
117,Cannibalism,-1,31,,,,,,
118,Cannibalism,0,23,,,,,,
119,Cannibalism,2,23,,,,,,
120,Cannibalism,3,11,,,,,,
121,Cannibalism,0,9,,,,,,
