No,Type,X,Y,Value1,Value2,Value3,Value4,Value5,Value6
1,GoalInPlatform,0,98,,,,,,
2,BouncyPlatform,-1,97,3,-,-,-,-,-
3,BouncyPlatform,2,97,3,-,-,-,-,-
4,BouncyPlatform,3,95,3,-,-,-,-,-
5,BouncyPlatform,-2,94,3,-,-,-,-,-
6,BouncyPlatform,-1,93,3,-,-,-,-,-
7,BouncyPlatform,2,91,4,-,-,-,-,-
8,BouncyPlatform,-2,90,3,-,-,-,-,-
9,BouncyPlatform,1,90,3,-,-,-,-,-
10,BouncyPlatform,-1,87,4,-,-,-,-,-
11,BouncyPlatform,2,86,4,-,-,-,-,-
12,BouncyPlatform,-2,84,4,-,-,-,-,-
13,BouncyPlatform,1,82,4,-,-,-,-,-
14,BouncyPlatform,3,82,4,-,-,-,-,-
15,BouncyPlatform,-1,80,3,-,-,-,-,-
16,BouncyPlatform,2,79,3,-,-,-,-,-
17,BouncyPlatform,-2,77,4,-,-,-,-,-
18,BouncyPlatform,1,76,4,-,-,-,-,-
19,BouncyPlatform,-1,75,3,-,-,-,-,-
20,BouncyPlatform,0,73,4,-,-,-,-,-
21,BouncyPlatform,2,73,3,-,-,-,-,-
22,BouncyPlatform,-1,71,3,-,-,-,-,-
23,BouncyPlatform,3,70,4,-,-,-,-,-
24,BouncyPlatform,-2,68,3,-,-,-,-,-
25,BouncyPlatform,2,68,4,-,-,-,-,-
26,BouncyPlatform,0,66,4,-,-,-,-,-
27,BouncyPlatform,-1,64,4,-,-,-,-,-
28,BouncyPlatform,1,64,4,-,-,-,-,-
29,BouncyPlatform,3,62,3,-,-,-,-,-
30,BouncyPlatform,-2,61,3,-,-,-,-,-
31,BouncyPlatform,-1,60,3,-,-,-,-,-
32,BouncyPlatform,2,60,3,-,-,-,-,-
33,BouncyPlatform,1,57,4,-,-,-,-,-
34,BouncyPlatform,-2,56,4,-,-,-,-,-
35,BouncyPlatform,2,54,4,-,-,-,-,-
36,BouncyPlatform,-1,53,3,-,-,-,-,-
37,BouncyPlatform,1,51,4,-,-,-,-,-
38,BouncyPlatform,0,49,4,-,-,-,-,-
39,BouncyPlatform,-2,47,4,-,-,-,-,-
40,BouncyPlatform,1,46,3,-,-,-,-,-
41,BouncyPlatform,-1,44,4,-,-,-,-,-
42,BouncyPlatform,1,44,3,-,-,-,-,-
43,BouncyPlatform,0,43,3,-,-,-,-,-
44,BouncyPlatform,-2,42,4,-,-,-,-,-
45,BouncyPlatform,2,42,4,-,-,-,-,-
46,BouncyPlatform,1,40,3,-,-,-,-,-
47,BouncyPlatform,-1,38,3,-,-,-,-,-
48,BouncyPlatform,0,35,4,-,-,-,-,-
49,BouncyPlatform,-1,33,3,-,-,-,-,-
50,BouncyPlatform,3,33,3,-,-,-,-,-
51,BouncyPlatform,1,32,4,-,-,-,-,-
52,BouncyPlatform,-2,31,4,-,-,-,-,-
53,BouncyPlatform,2,30,4,-,-,-,-,-
54,BouncyPlatform,-1,27,4,-,-,-,-,-
55,BouncyPlatform,3,27,3,-,-,-,-,-
56,BouncyPlatform,1,26,4,-,-,-,-,-
57,BouncyPlatform,-2,23,3,-,-,-,-,-
58,BouncyPlatform,2,23,3,-,-,-,-,-
59,BouncyPlatform,-1,21,3,-,-,-,-,-
60,BouncyPlatform,3,21,3,-,-,-,-,-
61,BouncyPlatform,0,19,4,-,-,-,-,-
62,BouncyPlatform,2,18,3,-,-,-,-,-
63,BouncyPlatform,-1,16,4,-,-,-,-,-
64,BouncyPlatform,3,15,4,-,-,-,-,-
65,BouncyPlatform,2,13,3,-,-,-,-,-
66,BouncyPlatform,-2,12,3,-,-,-,-,-
67,BouncyPlatform,1,12,3,-,-,-,-,-
68,BouncyPlatform,-1,10,3,-,-,-,-,-
69,BouncyPlatform,2,10,3,-,-,-,-,-
70,BouncyPlatform,0,8,3,-,-,-,-,-
71,BouncyPlatform,1,6,3,-,-,-,-,-
72,BouncyPlatform,3,5,3,-,-,-,-,-
73,BouncyPlatform,2,4,4,-,-,-,-,-
74,BouncyPlatform,0,3,4,-,-,-,-,-
75,BouncyPlatform,1,1,3,-,-,-,-,-
76,CrackPlatform,0,95,,,,,,
77,CrackPlatform,3,80,,,,,,
78,CrackPlatform,0,78,,,,,,
79,CrackPlatform,2,65,,,,,,
80,CrackPlatform,3,58,,,,,,
81,CrackPlatform,-2,51,,,,,,
82,CrackPlatform,2,48,,,,,,
83,CrackPlatform,2,36,,,,,,
84,CrackPlatform,-2,19,,,,,,
85,CrackPlatform,-2,4,,,,,,
86,RandomSpawner,1,96,PinWheel,-,SpiderWeb,-,0,
87,RandomSpawner,3,94,PinWheel,-,SpiderWeb,-,0,
88,RandomSpawner,0,93,PinWheel,-,SpiderWeb,-,0,
89,RandomSpawner,0,86,PinWheel,-,SpiderWeb,-,1,
90,RandomSpawner,-2,71,PinWheel,-,SpiderWeb,-,1,
91,RandomSpawner,1,70,PinWheel,-,SpiderWeb,-,1,
92,RandomSpawner,0,57,PinWheel,-,SpiderWeb,-,2,
93,RandomSpawner,3,41,PinWheel,-,SpiderWeb,-,2,
94,RandomSpawner,-2,37,PinWheel,-,SpiderWeb,-,2,
95,RandomSpawner,0,25,PinWheel,-,SpiderWeb,-,3,
96,RandomSpawner,-2,10,PinWheel,-,SpiderWeb,-,3,
97,RandomSpawner,3,8,PinWheel,-,SpiderWeb,-,3,
98,Rocket,-1,46,,,,,,
99,Magnet,-2,62,,,,,,
100,Magnet,2,14,,,,,,
101,ItemBox,0,74,,,,,,
102,ItemBox,1,52,,,,,,
103,ItemBox,3,28,,,,,,
104,Bee,-2,89,,,,,,
105,Bee,3,59,,,,,,
106,Bee,2,29,,,,,,
