No,Type,X,Y,Value1,Value2,Value3,Value4,Value5,Value6
1,GoalInPlatform,0,148,,,,,,
2,BouncyPlatform,1,1,4,-,-,-,-,-
3,BouncyPlatform,-1,4,5,-,-,-,-,-
4,BouncyPlatform,0,5,3,-,-,-,-,-
5,BouncyPlatform,2,6,3,-,-,-,-,-
6,BouncyPlatform,-2,9,4,-,-,-,-,-
7,BouncyPlatform,2,9,4,-,-,-,-,-
8,BouncyPlatform,1,11,5,-,-,-,-,-
9,BouncyPlatform,-1,12,4,-,-,-,-,-
10,BouncyPlatform,2,13,3,-,-,-,-,-
11,BouncyPlatform,0,16,5,-,-,-,-,-
12,BouncyPlatform,3,18,3,-,-,-,-,-
13,BouncyPlatform,2,19,5,-,-,-,-,-
14,BouncyPlatform,-2,20,3,-,-,-,-,-
15,BouncyPlatform,0,23,5,-,-,-,-,-
16,BouncyPlatform,0,24,3,-,-,-,-,-
17,BouncyPlatform,1,27,4,-,-,-,-,-
18,BouncyPlatform,-2,28,4,-,-,-,-,-
19,BouncyPlatform,1,33,3,-,-,-,-,-
20,BouncyPlatform,-2,34,3,-,-,-,-,-
21,BouncyPlatform,1,35,5,-,-,-,-,-
22,BouncyPlatform,0,40,4,-,-,-,-,-
23,BouncyPlatform,2,40,4,-,-,-,-,-
24,BouncyPlatform,3,43,5,-,-,-,-,-
25,BouncyPlatform,-1,44,4,-,-,-,-,-
26,BouncyPlatform,0,46,4,-,-,-,-,-
27,BouncyPlatform,-2,48,4,-,-,-,-,-
28,BouncyPlatform,3,50,3,-,-,-,-,-
29,BouncyPlatform,-1,52,5,-,-,-,-,-
30,BouncyPlatform,1,53,5,-,-,-,-,-
31,BouncyPlatform,-2,59,3,-,-,-,-,-
32,BouncyPlatform,-1,61,4,-,-,-,-,-
33,BouncyPlatform,1,61,5,-,-,-,-,-
34,BouncyPlatform,3,63,4,-,-,-,-,-
35,BouncyPlatform,0,66,3,-,-,-,-,-
36,BouncyPlatform,2,66,4,-,-,-,-,-
37,BouncyPlatform,3,70,4,-,-,-,-,-
38,BouncyPlatform,0,72,3,-,-,-,-,-
39,BouncyPlatform,-2,73,3,-,-,-,-,-
40,BouncyPlatform,2,73,3,-,-,-,-,-
41,BouncyPlatform,-1,75,4,-,-,-,-,-
42,BouncyPlatform,3,75,3,-,-,-,-,-
