No,Type,X,Y,Value1,Value2,Value3,Value4,Value5,Value6
1,GoalInPlatform,0,183,,,,,,
2,BouncyPlatform,1,1,3,-,-,-,-,-
3,BouncyPlatform,0,4,3,-,-,-,-,-
4,BouncyPlatform,2,4,3,-,-,-,-,-
5,BouncyPlatform,-1,7,3,-,-,-,-,-
6,BouncyPlatform,3,7,3,-,-,-,-,-
7,BouncyPlatform,2,9,4,-,-,-,-,-
8,BouncyPlatform,-2,10,4,-,-,-,-,-
9,BouncyPlatform,0,10,5,-,-,-,-,-
10,BouncyPlatform,1,12,4,-,-,-,-,-
11,BouncyPlatform,-1,14,4,-,-,-,-,-
12,BouncyPlatform,2,15,4,-,-,-,-,-
13,BouncyPlatform,-2,17,3,-,-,-,-,-
14,BouncyPlatform,1,19,3,-,-,-,-,-
15,BouncyPlatform,3,19,3,-,-,-,-,-
16,BouncyPlatform,-1,20,3,-,-,-,-,-
17,BouncyPlatform,0,22,4,-,-,-,-,-
18,BouncyPlatform,2,22,5,-,-,-,-,-
19,BouncyPlatform,-2,23,3,-,-,-,-,-
20,BouncyPlatform,-1,26,4,-,-,-,-,-
21,BouncyPlatform,1,27,4,-,-,-,-,-
22,BouncyPlatform,3,27,3,-,-,-,-,-
23,BouncyPlatform,-2,30,3,-,-,-,-,-
24,BouncyPlatform,2,31,5,-,-,-,-,-
25,BouncyPlatform,-1,32,3,-,-,-,-,-
26,BouncyPlatform,0,35,3,-,-,-,-,-
27,BouncyPlatform,3,35,5,-,-,-,-,-
28,BouncyPlatform,-1,37,3,-,-,-,-,-
29,BouncyPlatform,-2,40,4,-,-,-,-,-
30,BouncyPlatform,2,40,4,-,-,-,-,-
31,BouncyPlatform,-1,44,4,-,-,-,-,-
32,BouncyPlatform,1,44,5,-,-,-,-,-
33,BouncyPlatform,2,44,3,-,-,-,-,-
34,BouncyPlatform,-2,48,4,-,-,-,-,-
35,BouncyPlatform,2,49,3,-,-,-,-,-
36,BouncyPlatform,-1,52,4,-,-,-,-,-
37,BouncyPlatform,-2,55,3,-,-,-,-,-
38,BouncyPlatform,2,56,5,-,-,-,-,-
39,BouncyPlatform,-1,60,4,-,-,-,-,-
40,BouncyPlatform,1,61,5,-,-,-,-,-
41,BouncyPlatform,0,64,4,-,-,-,-,-
42,BouncyPlatform,2,66,4,-,-,-,-,-
43,BouncyPlatform,3,68,3,-,-,-,-,-
44,BouncyPlatform,-2,70,4,-,-,-,-,-
45,BouncyPlatform,-1,74,4,-,-,-,-,-
46,BouncyPlatform,0,76,5,-,-,-,-,-
47,BouncyPlatform,-2,78,3,-,-,-,-,-
48,BouncyPlatform,2,79,4,-,-,-,-,-
49,BouncyPlatform,-1,81,5,-,-,-,-,-
50,BouncyPlatform,1,83,5,-,-,-,-,-
51,BouncyPlatform,0,85,3,-,-,-,-,-
52,BouncyPlatform,2,87,3,-,-,-,-,-
53,BouncyPlatform,-2,90,5,-,-,-,-,-
54,BouncyPlatform,0,90,4,-,-,-,-,-
55,BouncyPlatform,3,90,4,-,-,-,-,-
56,BouncyPlatform,-1,94,5,-,-,-,-,-
57,BouncyPlatform,2,94,3,-,-,-,-,-
58,BouncyPlatform,1,96,3,-,-,-,-,-
59,BouncyPlatform,-2,98,3,-,-,-,-,-
60,BouncyPlatform,0,98,3,-,-,-,-,-
61,BouncyPlatform,1,100,3,-,-,-,-,-
62,BouncyPlatform,-1,101,5,-,-,-,-,-
63,BouncyPlatform,2,102,3,-,-,-,-,-
64,BouncyPlatform,3,104,3,-,-,-,-,-
65,BouncyPlatform,-2,105,4,-,-,-,-,-
66,BouncyPlatform,2,107,4,-,-,-,123:125:127,124:126:128
67,BouncyPlatform,-1,108,4,-,-,-,-,-
68,BouncyPlatform,-2,112,4,-,-,-,-,-
69,BouncyPlatform,1,119,4,-,-,-,-,-
70,BouncyPlatform,2,122,5,-,-,-,-,-
71,BouncyPlatform,-2,125,5,-,-,-,-,-
72,BouncyPlatform,3,126,5,-,-,-,-,-
73,BouncyPlatform,0,127,4,-,-,-,-,-
74,BouncyPlatform,-1,130,5,-,-,-,-,-
75,BouncyPlatform,2,130,4,-,-,-,-,-
76,BouncyPlatform,-2,134,3,-,-,-,-,-
77,BouncyPlatform,0,134,4,-,-,-,-,-
78,BouncyPlatform,2,136,4,-,-,-,-,-
79,BouncyPlatform,1,139,4,-,-,-,-,-
80,BouncyPlatform,3,139,4,-,-,-,-,-
81,BouncyPlatform,-1,142,5,-,-,-,-,-
82,BouncyPlatform,2,143,5,-,-,-,-,-
83,BouncyPlatform,-2,146,3,-,-,-,-,-
84,BouncyPlatform,-1,149,3,-,-,-,-,-
85,BouncyPlatform,2,150,5,-,-,-,-,-
86,BouncyPlatform,-2,152,4,-,-,-,-,-
87,BouncyPlatform,0,152,3,-,-,-,-,-
88,BouncyPlatform,3,153,4,-,-,-,-,-
89,BouncyPlatform,1,154,3,-,-,-,-,-
90,BouncyPlatform,-1,155,5,-,-,-,-,-
91,BouncyPlatform,0,157,4,-,-,-,-,-
92,BouncyPlatform,2,157,3,-,-,-,-,-
93,BouncyPlatform,3,159,4,-,-,-,-,-
94,BouncyPlatform,-1,160,4,-,-,-,-,-
95,BouncyPlatform,-2,162,5,-,-,-,-,-
96,BouncyPlatform,2,162,4,-,-,-,-,-
97,BouncyPlatform,3,164,4,-,-,-,-,-
98,BouncyPlatform,-1,166,4,-,-,-,-,-
99,BouncyPlatform,2,167,4,-,-,-,-,-
100,BouncyPlatform,-2,169,5,-,-,-,-,-
101,BouncyPlatform,1,170,4,-,-,-,-,-
102,BouncyPlatform,2,173,4,-,-,-,-,-
103,BouncyPlatform,0,174,4,-,-,-,-,-
104,BouncyPlatform,-2,176,5,-,-,-,-,-
105,BouncyPlatform,3,177,4,-,-,-,-,-
106,BouncyPlatform,-1,180,5,-,-,-,-,-
107,BouncyPlatform,2,181,4,-,-,-,-,-
108,BouncyPlatform,-2,34,4,2,0,3,-,-
109,BouncyPlatform,3,52,4,1,0,3,-,-
110,BouncyPlatform,-1,66,4,2,0,3,-,-
111,BouncyPlatform,3,81,4,2,0,3,-,-
112,BouncyPlatform,-1,115,4,1,0,3,-,-
113,BouncyPlatform,-1,121,4,2,0,3,-,-
114,BouncyPlatform,3,132,4,2,0,3,-,-
115,BouncyPlatform,-2,138,4,2,0,3,-,-
116,BouncyPlatform,3,146,4,2,0,3,-,-
117,BouncyPlatform,0,169,4,1,0,3,-,-
118,BouncyPlatform,-1,173,4,1,0,3,-,-
119,BouncyPlatform,2,47,3,0,1,3,-,-
120,BouncyPlatform,-2,57,4,0,2,3,-,-
121,BouncyPlatform,-2,87,4,0,2,3,-,-
122,BouncyPlatform,-1,137,4,0,2,3,-,-
123,BouncyPlatform,2,110,4,-,-,-,125:127,126:128
124,BouncyPlatform,3,110,4,-,-,-,0,-
125,BouncyPlatform,1,113,4,-,-,-,123:127,124:128
126,BouncyPlatform,2,113,4,-,-,-,0,-
127,BouncyPlatform,2,116,4,-,-,-,123:125,124:126
128,BouncyPlatform,3,116,4,-,-,-,0,-
129,CrackPlatform,-1,12,,,,,,
130,CrackPlatform,3,12,,,,,,
131,CrackPlatform,0,30,,,,,,
132,CrackPlatform,1,35,,,,,,
133,CrackPlatform,1,68,,,,,,
134,CrackPlatform,2,77,,,,,,
135,CrackPlatform,0,105,,,,,,
136,CrackPlatform,-1,111,,,,,,
137,CrackPlatform,-2,115,,,,,,
138,CrackPlatform,1,130,,,,,,
139,CrackPlatform,1,142,,,,,,
140,CrackPlatform,3,170,,,,,,
141,CrackPlatform,0,175,,,,,,
142,CrackPlatform,1,177,,,,,,
143,RandomSpawner,1,8,PinWheel,-,SpiderWeb,-,0,
144,RandomSpawner,-1,11,PinWheel,-,SpiderWeb,-,0,
145,RandomSpawner,-1,15,PinWheel,-,SpiderWeb,-,0,
146,RandomSpawner,-2,24,PinWheel,-,SpiderWeb,-,1,
147,RandomSpawner,3,28,PinWheel,-,SpiderWeb,-,1,
148,RandomSpawner,0,36,PinWheel,-,SpiderWeb,-,1,
149,RandomSpawner,1,45,PinWheel,-,SpiderWeb,-,2,
150,RandomSpawner,3,51,PinWheel,-,SpiderWeb,-,2,
151,RandomSpawner,0,53,PinWheel,-,SpiderWeb,-,2,
152,RandomSpawner,-2,69,PinWheel,-,SpiderWeb,-,3,
153,RandomSpawner,3,75,PinWheel,-,SpiderWeb,-,3,
154,RandomSpawner,1,79,PinWheel,-,SpiderWeb,-,3,
155,RandomSpawner,3,99,PinWheel,-,SpiderWeb,-,4,
156,RandomSpawner,-2,102,PinWheel,-,SpiderWeb,-,4,
157,RandomSpawner,0,119,PinWheel,-,SpiderWeb,-,4,
158,RandomSpawner,-1,127,PinWheel,-,SpiderWeb,-,5,
159,RandomSpawner,0,140,PinWheel,-,SpiderWeb,-,5,
160,RandomSpawner,3,142,PinWheel,-,SpiderWeb,-,5,
161,RandomSpawner,1,153,PinWheel,-,SpiderWeb,-,6,
162,RandomSpawner,-2,156,PinWheel,-,SpiderWeb,-,6,
163,RandomSpawner,2,164,PinWheel,-,SpiderWeb,-,6,
164,RandomSpawner,1,173,PinWheel,-,SpiderWeb,-,7,
165,RandomSpawner,3,173,PinWheel,-,SpiderWeb,-,7,
166,RandomSpawner,-1,178,PinWheel,-,SpiderWeb,-,7,
167,Rocket,2,70,,,,,,
168,Rocket,2,126,,,,,,
169,Magnet,2,33,,,,,,
170,Magnet,3,105,,,,,,
171,Magnet,0,138,,,,,,
172,ItemBox,1,67,,,,,,
173,ItemBox,2,85,,,,,,
174,ItemBox,-2,161,,,,,,
175,ItemBox,-2,161,,,,,,
